Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
29072023 022752.396	34.83	30.35	n/a	n/a	n/a	n/a	n/a	n/a	0.42	0.30	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 022813.797	49.46	18.29	n/a	n/a	n/a	n/a	n/a	n/a	0.61	0.16	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 022834.994	4.24	12.55	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.09	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 022856.396	3.69	6.42	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.02	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 022917.797	1.70	5.21	n/a	n/a	n/a	n/a	n/a	n/a	0.00	0.00	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 022939.199	0.50	1.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 023000.600	-0.08	1.15	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 023022.002	-0.07	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 023043.404	-0.02	1.10	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 023104.805	-0.23	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 023126.207	-0.12	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 023147.609	-0.14	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 023209.010	-0.32	0.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 023230.412	-0.31	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 023251.814	-0.18	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 032414.702	570.78	453.12	n/a	n/a	n/a	n/a	n/a	n/a	7.25	5.23	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 032436.001	199.55	218.63	n/a	n/a	n/a	n/a	n/a	n/a	2.52	2.50	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 032457.402	195.66	165.40	n/a	n/a	n/a	n/a	n/a	n/a	2.47	1.87	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 032518.804	164.30	85.95	n/a	n/a	n/a	n/a	n/a	n/a	2.07	0.95	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 032540.206	154.06	117.35	n/a	n/a	n/a	n/a	n/a	n/a	1.94	1.31	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 032601.607	86.45	42.19	n/a	n/a	n/a	n/a	n/a	n/a	1.08	0.44	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 032623.009	29.01	98.25	n/a	n/a	n/a	n/a	n/a	n/a	0.35	1.09	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 032644.411	87.81	91.63	n/a	n/a	n/a	n/a	n/a	n/a	1.10	1.01	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 032705.813	50.51	30.58	n/a	n/a	n/a	n/a	n/a	n/a	0.62	0.30	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 032727.214	37.44	43.27	n/a	n/a	n/a	n/a	n/a	n/a	0.46	0.45	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 032748.616	47.08	45.37	n/a	n/a	n/a	n/a	n/a	n/a	0.58	0.47	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 032810.017	29.95	40.65	n/a	n/a	n/a	n/a	n/a	n/a	0.36	0.42	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 032831.419	22.17	17.23	n/a	n/a	n/a	n/a	n/a	n/a	0.26	0.14	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 032852.821	4.38	14.73	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.12	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 032914.223	2.49	6.62	n/a	n/a	n/a	n/a	n/a	n/a	0.01	0.02	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 032935.624	1.28	5.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	0.01	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 032957.026	0.46	1.10	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 033018.402	-0.07	0.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 033039.803	-0.27	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 033101.206	-0.26	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 033122.607	-0.17	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 033144.009	-0.29	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 033205.410	-0.35	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 033226.812	-0.25	0.67	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 033248.214	-0.24	0.75	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 033309.411	-0.28	0.72	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 042432.433	254.26	422.36	n/a	n/a	n/a	n/a	n/a	n/a	3.22	4.87	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 042453.732	144.22	138.28	n/a	n/a	n/a	n/a	n/a	n/a	1.82	1.56	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 042515.134	107.05	150.27	n/a	n/a	n/a	n/a	n/a	n/a	1.34	1.70	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 042536.535	108.88	133.85	n/a	n/a	n/a	n/a	n/a	n/a	1.37	1.51	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 042557.937	108.94	156.56	n/a	n/a	n/a	n/a	n/a	n/a	1.37	1.77	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 042619.339	82.81	49.68	n/a	n/a	n/a	n/a	n/a	n/a	1.03	0.52	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 042640.740	26.06	54.69	n/a	n/a	n/a	n/a	n/a	n/a	0.31	0.58	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 042702.142	33.76	57.54	n/a	n/a	n/a	n/a	n/a	n/a	0.41	0.61	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 042723.518	54.72	41.95	n/a	n/a	n/a	n/a	n/a	n/a	0.68	0.43	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 042744.920	16.61	26.21	n/a	n/a	n/a	n/a	n/a	n/a	0.19	0.25	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 042806.425	20.15	25.71	n/a	n/a	n/a	n/a	n/a	n/a	0.24	0.24	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 042827.723	54.41	25.33	n/a	n/a	n/a	n/a	n/a	n/a	0.67	0.24	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 042848.920	16.41	11.05	n/a	n/a	n/a	n/a	n/a	n/a	0.19	0.07	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 042910.322	3.60	11.12	n/a	n/a	n/a	n/a	n/a	n/a	0.02	0.07	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 042931.724	4.94	6.38	n/a	n/a	n/a	n/a	n/a	n/a	0.04	0.02	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 042953.126	4.79	5.73	n/a	n/a	n/a	n/a	n/a	n/a	0.04	0.01	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 043014.527	2.56	1.35	n/a	n/a	n/a	n/a	n/a	n/a	0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 043035.724	0.90	1.09	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 043057.126	-0.11	1.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 043118.528	-0.18	1.16	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 043139.929	0.11	1.18	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 043201.331	-0.20	1.07	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 043222.733	-0.20	1.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 043244.134	-0.15	1.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 043305.536	-0.26	0.99	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 043326.938	-0.23	1.05	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 052450.450	244.34	374.05	n/a	n/a	n/a	n/a	n/a	n/a	3.09	4.31	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 052511.954	113.13	140.66	n/a	n/a	n/a	n/a	n/a	n/a	1.42	1.59	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 052533.356	112.38	146.77	n/a	n/a	n/a	n/a	n/a	n/a	1.41	1.66	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 052554.758	135.63	167.67	n/a	n/a	n/a	n/a	n/a	n/a	1.71	1.90	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 052616.159	127.78	127.68	n/a	n/a	n/a	n/a	n/a	n/a	1.61	1.43	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 052637.638	97.62	145.63	n/a	n/a	n/a	n/a	n/a	n/a	1.22	1.64	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 052659.040	115.33	57.16	n/a	n/a	n/a	n/a	n/a	n/a	1.45	0.61	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 052720.441	49.38	36.06	n/a	n/a	n/a	n/a	n/a	n/a	0.61	0.36	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 052741.843	42.20	14.02	n/a	n/a	n/a	n/a	n/a	n/a	0.52	0.11	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 052803.245	20.05	28.71	n/a	n/a	n/a	n/a	n/a	n/a	0.23	0.28	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 052824.646	46.37	27.70	n/a	n/a	n/a	n/a	n/a	n/a	0.57	0.27	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 052846.048	33.65	32.03	n/a	n/a	n/a	n/a	n/a	n/a	0.41	0.32	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 052907.450	26.10	18.59	n/a	n/a	n/a	n/a	n/a	n/a	0.31	0.16	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 052928.852	21.97	18.26	n/a	n/a	n/a	n/a	n/a	n/a	0.26	0.16	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 052950.253	10.84	11.21	n/a	n/a	n/a	n/a	n/a	n/a	0.12	0.07	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 053011.655	10.24	10.77	n/a	n/a	n/a	n/a	n/a	n/a	0.11	0.07	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 053033.159	7.48	2.37	n/a	n/a	n/a	n/a	n/a	n/a	0.07	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 053054.561	5.32	1.16	n/a	n/a	n/a	n/a	n/a	n/a	0.05	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 053115.963	0.57	1.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 053137.365	0.20	1.03	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 053158.741	0.16	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 053220.142	-0.12	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 053241.544	-0.10	0.89	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 053302.946	-0.19	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 053324.348	-0.17	0.88	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 053345.749	-0.18	0.97	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 062509.570	41.36	30.83	n/a	n/a	n/a	n/a	n/a	n/a	0.51	0.30	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 062531.074	38.27	13.40	n/a	n/a	n/a	n/a	n/a	n/a	0.47	0.10	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 062552.476	18.71	9.73	n/a	n/a	n/a	n/a	n/a	n/a	0.22	0.06	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 062613.878	17.15	7.14	n/a	n/a	n/a	n/a	n/a	n/a	0.20	0.03	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 062635.279	11.88	4.46	n/a	n/a	n/a	n/a	n/a	n/a	0.13	-0.00	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 062656.681	9.56	0.88	n/a	n/a	n/a	n/a	n/a	n/a	0.10	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 062718.082	1.23	0.92	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 062739.561	0.07	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 062800.963	0.32	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 062822.364	-0.24	0.80	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 062843.766	-0.17	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 062905.168	-0.21	0.87	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 062926.570	-0.17	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 062947.972	-0.02	0.77	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 063009.373	-0.15	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 063030.775	-0.03	0.85	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 063052.177	-0.17	0.90	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 063113.578	-0.24	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 063134.980	-0.16	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 063156.382	-0.26	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 063217.886	-0.18	0.80	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 063239.262	-0.19	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 063300.664	-0.18	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 063322.066	-0.12	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 063343.467	-0.22	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 063404.869	-0.18	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 072528.203	32.51	40.69	n/a	n/a	n/a	n/a	n/a	n/a	0.39	0.42	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 072549.502	24.89	27.50	n/a	n/a	n/a	n/a	n/a	n/a	0.30	0.26	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 072610.904	3.81	21.34	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.19	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 072632.306	-0.04	19.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.17	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 072653.682	0.53	9.98	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	0.06	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 072715.084	3.47	1.44	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 072736.486	0.81	0.93	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 072757.887	0.59	0.95	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 072819.289	1.55	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 072840.793	0.46	0.88	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 072902.195	-0.08	0.82	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 072923.596	0.08	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 072944.998	-0.02	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 073006.400	-0.13	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 073027.802	-0.15	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
29072023 073049.203	-0.14	0.69	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-10.000	1
29072023 073110.605	-0.11	0.75	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-10.000	1
29072023 073132.007	-0.14	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-10.000	1
29072023 073153.486	-0.29	0.64	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-10.000	1
29072023 073214.887	-0.28	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-10.000	1
29072023 073236.289	-0.22	0.64	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-10.000	1
29072023 073257.691	-0.21	0.70	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-10.000	1
29072023 073319.092	-0.32	0.78	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-10.000	1
29072023 073340.494	-0.23	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-10.000	1
29072023 073401.896	-0.29	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-10.000	1
29072023 073423.298	-0.20	0.65	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-10.000	1
29072023 082546.324	28.05	35.98	n/a	n/a	n/a	n/a	n/a	n/a	0.34	0.36	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-10.000	1
29072023 082607.521	15.21	24.57	n/a	n/a	n/a	n/a	n/a	n/a	0.17	0.23	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-10.000	1
29072023 082628.923	1.28	18.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	0.16	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-10.000	1
29072023 082650.324	0.01	12.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.08	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-10.000	1
29072023 082711.829	-0.11	6.38	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.02	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-10.000	1
29072023 082733.205	-0.05	1.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-10.000	1
29072023 082754.606	-0.14	0.94	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-10.000	1
29072023 082816.008	-0.08	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-10.000	1
29072023 082837.410	-0.07	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-10.000	1
29072023 082858.812	-0.08	0.81	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-10.000	1
29072023 082920.213	-0.22	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-10.000	1
29072023 082941.615	-0.14	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-10.000	1
29072023 083003.017	-0.11	0.83	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-10.000	1
29072023 083024.419	-0.19	0.76	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-10.000	1
29072023 083045.820	-0.15	0.79	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-10.000	1
