Time	Channel 1 (mV)	Channel 2 (mV)	Channel 3 (mV)	Channel 4 (mV)	Channel 5 (mV)	Channel 6 (mV)	Channel 7 (mV)	Channel 8 (mV)	Channel 1_cal (µmol/L)	Channel 2_cal (µmol/L)	Channel 3_cal ()	Channel 4_cal ()	Channel 5_cal ()	Channel 6_cal ()	Channel 7_cal ()	Channel 8_cal ()	Motor 1 (mm)	Motor 2 (mm)	GroupId
30072023 101711.232	-0.47	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 101732.634	-0.46	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 101754.036	-0.46	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 101815.438	-0.54	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 101836.839	-0.45	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 101858.241	-0.35	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 101919.438	-0.55	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 101940.840	-0.36	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 102002.241	-0.42	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 102023.643	-0.50	0.58	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 104300.144	0.39	16.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	0.14	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 104321.443	-0.06	2.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.03	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 104342.845	-0.21	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 104404.247	-0.35	1.02	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 104425.649	-0.40	0.84	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 104447.050	-0.41	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 104508.452	-0.34	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 104529.854	-0.38	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 104551.255	-0.33	0.60	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 104612.657	-0.46	0.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 104634.059	-0.37	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 104655.563	-0.39	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 104716.939	-0.39	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 104738.341	-0.45	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 104759.743	-0.43	0.58	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 104821.144	-0.40	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 104842.546	-0.33	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 104903.948	-0.37	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 104925.350	-0.37	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 104946.751	-0.37	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 105008.153	-0.46	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 105029.350	-0.34	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 105050.752	-0.29	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 105112.153	-0.46	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 105133.555	-0.42	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 105154.957	-0.40	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 111431.765	3.71	12.92	n/a	n/a	n/a	n/a	n/a	n/a	0.03	0.09	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 111453.065	3.78	1.04	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 111514.466	3.46	0.76	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 111535.868	1.15	0.74	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 111557.270	1.69	0.71	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 111618.671	1.09	0.64	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 111640.073	0.76	0.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 111701.475	0.57	0.73	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 111722.851	0.19	0.63	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 111744.253	-0.22	0.63	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 111805.757	-0.36	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 111827.159	-0.28	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 111848.561	-0.30	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 111909.962	-0.28	0.62	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 111931.364	-0.26	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 111952.766	-0.31	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 112014.167	-0.36	0.61	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 112035.569	-0.31	0.56	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 112056.971	-0.33	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 112118.373	-0.30	0.54	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 112139.774	-0.35	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 112201.253	-0.27	0.57	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 112222.655	-0.33	0.58	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 112244.057	-0.34	0.59	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 112305.458	-0.33	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 112326.860	-0.39	0.50	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 114603.669	2.93	1.25	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 114625.173	3.52	0.76	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 114646.574	3.31	0.72	n/a	n/a	n/a	n/a	n/a	n/a	0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 114707.976	1.83	0.69	n/a	n/a	n/a	n/a	n/a	n/a	0.00	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 114729.378	0.20	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 114750.779	0.31	0.55	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 114812.181	0.36	0.48	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 114833.583	0.12	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 114855.087	0.08	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 114916.464	-0.42	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 114937.865	-0.37	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 114959.267	-0.40	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 115020.668	-0.42	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 115042.070	-0.40	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 115103.472	-0.47	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 115124.874	-0.36	0.47	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 115146.276	-0.42	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 115207.683	-0.41	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 115229.079	-0.40	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 115250.481	-0.48	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 115311.882	-0.47	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 115333.079	-0.40	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 115354.481	-0.42	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 115415.883	-0.48	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 115437.285	-0.49	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 115458.789	-0.37	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 121735.777	4.05	4.18	n/a	n/a	n/a	n/a	n/a	n/a	0.03	-0.01	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 121757.281	-0.11	1.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 121818.683	-0.08	1.66	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 121840.084	1.17	1.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 121901.486	1.18	1.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 121922.888	0.12	1.22	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.04	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 121944.289	-0.27	0.88	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 122005.691	-0.15	0.86	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 122027.093	-0.15	0.68	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 122048.495	-0.27	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 122109.999	-0.26	0.52	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 122131.375	-0.35	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 122152.777	-0.50	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 122214.179	-0.38	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 122235.580	-0.37	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 122256.982	-0.40	0.43	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 122318.384	-0.28	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 122339.785	-0.43	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 122401.191	-0.36	0.51	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 122422.589	-0.39	0.53	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 122443.991	-0.44	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 122505.188	-0.36	0.46	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 122526.589	-0.30	0.49	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 122547.991	-0.43	0.42	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 122609.393	-0.26	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 122630.795	-0.24	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 124907.706	-0.43	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 124929.210	-0.40	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 124950.586	-0.57	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 125011.988	-0.44	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 125033.390	-0.49	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 125054.792	-0.41	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 125116.193	-0.46	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 125137.595	-0.55	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 125158.997	-0.36	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 125220.398	-0.54	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 125241.800	-0.39	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 125303.202	-0.53	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 125324.604	-0.42	0.19	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 125346.006	-0.49	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 125407.407	-0.51	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 125428.809	-0.37	0.28	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 125450.313	-0.43	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 125511.689	-0.43	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
30072023 125533.091	-0.32	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	35.978	-9.942	1
30072023 125554.493	-0.36	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	37.976	-9.942	1
30072023 125615.894	-0.34	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	39.975	-9.942	1
30072023 125637.296	-0.41	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	41.974	-9.942	1
30072023 125658.698	-0.28	0.31	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	43.973	-9.942	1
30072023 125720.100	-0.23	0.34	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	45.972	-9.942	1
30072023 125741.501	-0.36	0.40	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	47.970	-9.942	1
30072023 125802.903	-0.42	0.30	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	49.969	-9.942	1
30072023 132039.610	8.87	0.25	n/a	n/a	n/a	n/a	n/a	n/a	0.09	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	0.000	-9.942	1
30072023 132101.012	1.46	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.00	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	1.999	-9.942	1
30072023 132122.413	0.79	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	3.998	-9.942	1
30072023 132143.918	0.65	0.45	n/a	n/a	n/a	n/a	n/a	n/a	-0.01	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	5.996	-9.942	1
30072023 132205.319	0.10	0.35	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	7.995	-9.942	1
30072023 132226.721	-0.09	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	9.994	-9.942	1
30072023 132248.123	-0.08	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.02	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	11.993	-9.942	1
30072023 132309.524	-0.31	0.24	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	13.991	-9.942	1
30072023 132330.901	-0.38	0.25	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	15.990	-9.942	1
30072023 132352.302	-0.33	0.36	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	17.989	-9.942	1
30072023 132413.704	-0.33	0.32	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	19.988	-9.942	1
30072023 132435.106	-0.35	0.41	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	21.986	-9.942	1
30072023 132456.508	-0.35	0.44	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	23.985	-9.942	1
30072023 132517.909	-0.37	0.37	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	25.984	-9.942	1
30072023 132539.106	-0.38	0.33	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	27.983	-9.942	1
30072023 132600.508	-0.34	0.91	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	29.981	-9.942	1
30072023 132621.910	-0.32	0.39	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	31.980	-9.942	1
30072023 132643.311	-0.28	0.29	n/a	n/a	n/a	n/a	n/a	n/a	-0.03	-0.05	n/a	n/a	n/a	n/a	n/a	n/a	33.979	-9.942	1
